#Time	[i1]	[i2]	[fp]	[fn]	[y1]	[y2]	[a3]	[a8]	
351.615078	1	1	1.06614473e-07	0.47667657	0.79910033	1.79910033	1	1	
351.655078	1	1	1.52481261e-05	0.489490629	0.806977719	1.80697772	1	1	
351.665078	1	1	1.47576749e-06	0.492645645	0.808898322	1.80889832	1	1	
351.685078	1	1	6.00213163e-07	0.498944736	0.812682389	1.81268239	1	1	
351.705078	1	1	2.6839172e-07	0.505193805	0.816391526	1.81639153	1	1	
351.725078	1	1	1.318955e-07	0.511392038	0.820027218	1.82002722	1	1	
351.765078	1	1	3.49594165e-05	0.523668825	0.827084051	1.82708405	1	1	
351.775078	1	1	3.03664854e-06	0.52666487	0.828804594	1.82880459	1	1	
351.795078	1	1	2.06620666e-06	0.532680513	0.83219449	1.83219449	1	1	
351.815078	1	1	1.54008143e-06	0.538643919	0.835517262	1.83551726	1	1	
351.835078	1	1	1.25629328e-06	0.544554613	0.838774238	1.83877424	1	1	
351.855078	1	1	1.12041193e-06	0.550412259	0.841966722	1.84196672	1	1	
351.875078	1	1	1.09130121e-06	0.556216606	0.845095991	1.84509599	1	1	
351.895078	1	1	1.15961836e-06	0.561967462	0.848163296	1.8481633	1	1	
351.915078	1	1	1.34275842e-06	0.56766469	0.851169864	1.85116986	1	1	
351.935078	1	1	1.6923496e-06	0.573308217	0.854116898	1.8541169	1	1	
351.955078	1	1	2.31888509e-06	0.578898052	0.857005577	1.85700558	1	1	
351.965078	1	1	1.77684099e-07	0.581670252	0.858428395	1.8584284	1	1	
351.985078	1	1	2.75373362e-07	0.587178472	0.861231701	1.8612317	1	1	
352.005078	1	1	4.62583085e-07	0.592632668	0.863979497	1.8639795	1	1	
352.025078	1	1	8.41247943e-07	0.598032927	0.866672884	1.86667288	1	1	
352.045078	1	1	1.6542261e-06	0.603379497	0.869312937	1.86931294	1	1	
352.065078	1	1	3.51293869e-06	0.608673015	0.871900715	1.87190071	1	1	
352.075078	1	1	2.59611095e-07	0.611295318	0.873175324	1.87317532	1	1	
352.095078	1	1	6.17362082e-07	0.616506282	0.875686621	1.87568662	1	1	
352.115078	1	1	1.58071141e-06	0.621663906	0.878148191	1.87814819	1	1	
352.135078	1	1	4.3524682e-06	0.626769486	0.880561018	1.88056102	1	1	
352.145078	1	1	3.18573489e-07	0.629296695	0.881749456	1.88174946	1	1	
352.165078	1	1	9.76132057e-07	0.634319596	0.884090973	1.88409097	1	1	
352.185078	1	1	3.20700938e-06	0.639290526	0.886386126	1.88638613	1	1	
352.195078	1	1	2.34537403e-07	0.641751871	0.887516603	1.8875166	1	1	
352.215078	1	1	8.53728436e-07	0.646641161	0.889743923	1.88974392	1	1	
352.235078	1	1	3.32256112e-06	0.651479164	0.89192714	1.89192714	1	1	
352.245078	1	1	2.43941767e-07	0.653873983	0.893002483	1.89300248	1	1	
352.265078	1	1	1.04740011e-06	0.658630969	0.895121176	1.89512118	1	1	
352.285078	1	1	4.79482559e-06	0.663338255	0.897197916	1.89719792	1	1	
352.295078	1	1	3.5499923e-07	0.665665912	0.898220813	1.89822081	1	1	
352.315078	1	1	1.78558485e-06	0.670292331	0.900236176	1.90023618	1	1	
352.325078	1	1	1.33136061e-07	0.672583631	0.901228843	1.90122884	1	1	
352.345078	1	1	7.34001348e-07	0.677131206	0.903184643	1.90318464	1	1	
352.365078	1	1	4.2962168e-06	0.681630048	0.905101715	1.90510172	1	1	
352.375078	1	1	3.25134867e-07	0.683854413	0.906045969	1.90604597	1	1	
352.395078	1	1	2.07789889e-06	0.688274402	0.907906384	1.90790638	1	1	
352.405078	1	1	1.58944113e-07	0.690462452	0.90882273	1.90882273	1	1	
352.425078	1	1	1.10661631e-06	0.694805221	0.910628161	1.91062816	1	1	
352.445078	1	1	8.14693489e-06	0.699103501	0.912397842	1.91239784	1	1	
352.455078	1	1	6.36098894e-07	0.701222737	0.913269498	1.9132695	1	1	
352.475078	1	1	5.08328213e-06	0.70544312	0.914986877	1.91498688	1	1	
352.485078	1	1	4.02412472e-07	0.707527707	0.915832772	1.91583277	1	1	
352.505078	1	1	3.48334046e-06	0.711672124	0.917499395	1.91749939	1	1	
352.515078	1	1	2.79877895e-07	0.713721068	0.918320289	1.91832029	1	1	
352.535078	1	1	2.61881972e-06	0.717790868	0.919937656	1.91993766	1	1	
352.545078	1	1	2.13766897e-07	0.71980386	0.92073429	1.92073429	1	1	
352.565078	1	1	2.15784985e-06	0.723800141	0.922303856	1.92230386	1	1	
352.575078	1	1	1.79103277e-07	0.725777187	0.923076946	1.92307695	1	1	
352.595078	1	1	1.94662425e-06	0.729700936	0.924600124	1.92460012	1	1	
352.605078	1	1	1.64424431e-07	0.731642198	0.925350365	1.92535037	1	1	
352.625078	1	1	1.92052077e-06	0.735494368	0.926828527	1.92682853	1	1	
352.635078	1	1	1.65207397e-07	0.737400073	0.927556595	1.9275566	1	1	
352.655078	1	1	2.06992229e-06	0.741181629	0.928991071	1.92899107	1	1	
352.665078	1	1	1.81462081e-07	0.743052024	0.929697622	1.92969762	1	1	
352.685078	1	1	2.43445185e-06	0.746763985	0.931089702	1.9310897	1	1	
352.695078	1	1	2.17631208e-07	0.748599287	0.931775371	1.93177537	1	1	
352.715078	1	1	3.12080403e-06	0.752242788	0.933126309	1.93312631	1	1	
352.725078	1	1	2.84651895e-07	0.754043125	0.933791713	1.93379171	1	1	
352.745078	1	1	4.35560421e-06	0.757619529	0.935102725	1.93510273	1	1	
352.755078	1	1	4.05542878e-07	0.759384833	0.935748464	1.93574846	1	1	
352.775078	1	1	6.61055425e-06	0.76289596	0.93702073	1.93702073	1	1	
352.785078	1	1	6.28572055e-07	0.764625742	0.937647384	1.93764738	1	1	
352.805078	1	1	1.08972774e-05	0.768074387	0.938882048	1.93888205	1	1	
352.815078	1	1	1.05859065e-06	0.769767257	0.939490182	1.93949018	1	1	
352.825078	1	1	1.03578044e-07	0.771458089	0.940092265	1.94009226	1	1	
352.845078	1	1	1.94483187e-06	0.774810936	0.941278518	1.94127852	1	1	
352.855078	1	1	1.94490169e-07	0.776468502	0.941862806	1.94186281	1	1	
352.875078	1	1	3.87002494e-06	0.779758681	0.943014	1.943014	1	1	
352.885078	1	1	3.95655916e-07	0.781382493	0.94358102	1.94358102	1	1	
352.905078	1	1	8.33086578e-06	0.784613317	0.94469819	1.94469819	1	1	
